title,year,rating,dubious,imdbid,id,década,title
D.E.B.S.,2004,3,0.0,367631,551,2000s,D.E.B.S.
Iron Jawed Angels,2004,3,0.0,338139,565,2000s,Iron Jawed Angels
Saved!,2004,3,0.0,332375,638,2000s,Saved!
Sky Captain and the World of Tomorrow,2004,3,0.0,346156,682,2000s,Sky Captain and the World of Tomorrow
Spanglish,2004,3,0.0,371246,746,2000s,Spanglish
A Dirty Shame,2004,3,0.0,365125,750,2000s,A Dirty Shame
Mulan II,2004,3,0.0,279967,759,2000s,Mulan II
Bring It on Again,2004,3,0.0,334965,763,2000s,Bring It on Again
"Notebook, The",2004,3,1.0,332280,781,2000s,The Notebook
Shimotsuma monogatari (Kamikaze Girls),2004,3,0.0,416220,785,2000s,Shimotsuma monogatari (Kamikaze Girls)
Saw,2004,2,0.0,387564,807,2000s,Saw
Ella Enchanted,2004,3,0.0,327679,853,2000s,Ella Enchanted
Banlieue 13,2004,0,0.0,414852,868,2000s,Banlieue 13
I Heart Huckabees,2004,3,0.0,356721,916,2000s,I Heart Huckabees
Ghost Cat,2004,3,0.0,371835,4328,2000s,Ghost Cat
Born Into Brothels: Calcutta&#39;s Red Light Kids,2004,3,0.0,388789,933,2000s,Born Into Brothels: Calcutta&#39;s Red Light Kids
Cube Zero,2004,3,0.0,377713,953,2000s,Cube Zero
Troy,2004,1,0.0,332452,956,2000s,Troy
Van Helsing,2004,3,0.0,338526,957,2000s,Van Helsing
Ladies in Lavender,2004,3,0.0,377084,966,2000s,Ladies in Lavender
Shaun of the Dead,2004,3,0.0,365748,1001,2000s,Shaun of the Dead
"Princess Diaries 2: Royal Engagement, The",2004,3,0.0,368933,1021,2000s,The Princess Diaries 2: Royal Engagement
Catwoman,2004,3,0.0,327554,1027,2000s,Catwoman
"Mickey, Donald, Goofy: The Three Musketeers",2004,2,0.0,371823,1060,2000s,"Mickey, Donald, Goofy: The Three Musketeers"
Double Dare,2004,3,0.0,365135,1348,2000s,Double Dare
Primer,2004,1,0.0,390384,1420,2000s,Primer
North and South,2004,3,0.0,417349,1565,2000s,North and South
50 First Dates,2004,2,0.0,343660,1205,2000s,50 First Dates
Speak,2004,3,0.0,378793,1220,2000s,Speak
Say Yes Quickly,2004,3,0.0,367462,1221,2000s,Say Yes Quickly
"Stepford Wives, The",2004,3,0.0,327162,1131,2000s,The Stepford Wives
Million Dollar Baby,2004,3,0.0,405159,1148,2000s,Million Dollar Baby
Around the World in 80 Days,2004,1,0.0,327437,1592,2000s,Around the World in 80 Days
In Good Company,2004,1,0.0,385267,1096,2000s,In Good Company
Innocence,2004,3,0.0,375233,1461,2000s,Innocence
"Chronicles of Riddick, The",2004,2,0.0,296572,1539,2000s,The Chronicles of Riddick
Tropical Malady,2004,0,0.0,381668,1498,2000s,Tropical Malady
Miracle,2004,1,0.0,349825,1597,2000s,Miracle
A Christmas Carol: The Musical,2004,1,0.0,406649,1084,2000s,A Christmas Carol: The Musical
A Very Long Engagement,2004,3,0.0,344510,1670,2000s,A Very Long Engagement
Spider-Man 2,2004,1,0.0,316654,1731,2000s,Spider-Man 2
A Cinderella Story,2004,3,0.0,356470,1740,2000s,A Cinderella Story
Der Untergang (Downfall),2004,3,1.0,363163,1748,2000s,Der Untergang (Downfall)
Appleseed,2004,3,0.0,401233,1763,2000s,Appleseed
Or,2004,3,0.0,388311,1798,2000s,Or
Finding Neverland,2004,3,0.0,308644,1871,2000s,Finding Neverland
Terkel i knibe,2004,1,0.0,386820,1890,2000s,Terkel i knibe
Closer,2004,3,0.0,376541,2032,2000s,Closer
"Terminal, The",2004,1,0.0,362227,2035,2000s,The Terminal
My Summer of Love,2004,3,0.0,382189,2041,2000s,My Summer of Love
Lemony Snicket&#39;s A Series of Unfortunate Events,2004,3,0.0,339291,2047,2000s,Lemony Snicket&#39;s A Series of Unfortunate Events
Immortal (Ad Vitam),2004,3,0.0,314063,2080,2000s,Immortal (Ad Vitam)
AVP: Alien vs. Predator,2004,3,1.0,370263,2240,2000s,AVP: Alien vs. Predator
Sideways,2004,3,0.0,375063,2249,2000s,Sideways
Garden State,2004,3,0.0,333766,2266,2000s,Garden State
Napoleon Dynamite,2004,1,0.0,374900,2323,2000s,Napoleon Dynamite
Harry Potter and the Prisoner of  Azkaban,2004,3,0.0,304141,2333,2000s,Harry Potter and the Prisoner of  Azkaban
Team America: World Police,2004,2,0.0,372588,2386,2000s,Team America: World Police
A Good Woman,2004,3,0.0,379306,2441,2000s,A Good Woman
"Phantom of the Opera, The",2004,2,1.0,293508,2448,2000s,The Phantom of the Opera
Hana and Alice,2004,3,0.0,407851,2452,2000s,Hana and Alice
A Home at the End of The World,2004,3,1.0,359423,2501,2000s,A Home at the End of The World
Palindromes,2004,1,0.0,362004,2503,2000s,Palindromes
Duck Season,2004,1,0.0,407246,2514,2000s,Duck Season
Collateral,2004,1,0.0,369339,2544,2000s,Collateral
Saving Face,2004,3,0.0,384504,2608,2000s,Saving Face
Vera Drake,2004,3,0.0,383694,2612,2000s,Vera Drake
Three... Extremes,2004,3,0.0,420251,2768,2000s,Three... Extremes
Mysterious Skin,2004,1,0.0,370986,2817,2000s,Mysterious Skin
Head-On,2004,3,0.0,347048,2871,2000s,Head-On
Cellular,2004,3,0.0,337921,2921,2000s,Cellular
"Final Cut, The",2004,2,0.0,364343,2946,2000s,The Final Cut
With Blood on My Hands: Pusher II,2004,3,0.0,396184,2995,2000s,With Blood on My Hands: Pusher II
Notre musique,2004,1,0.0,360845,3040,2000s,Notre musique
Ray,2004,3,1.0,350258,3130,2000s,Ray
Dawn of the Dead,2004,3,0.0,363547,3153,2000s,Dawn of the Dead
New York Minute,2004,3,0.0,363282,3198,2000s,New York Minute
2046,2004,3,0.0,212712,3234,2000s,2046
"Aviator, The",2004,1,0.0,338751,3261,2000s,The Aviator
Maria Full of Grace,2004,3,0.0,390221,3311,2000s,Maria Full of Grace
A Love Song for Bobby Long,2004,3,0.0,369672,3314,2000s,A Love Song for Bobby Long
"Third Society, The",2004,1,0.0,221637,3423,2000s,The Third Society
Scooby Doo 2: Monsters Unleashed,2004,3,0.0,331632,3450,2000s,Scooby Doo 2: Monsters Unleashed
Raising Helen,2004,3,0.0,350028,3454,2000s,Raising Helen
Kung Fu Hustle,2004,0,0.0,373074,3554,2000s,Kung Fu Hustle
3-Iron,2004,1,0.0,423866,3557,2000s,3-Iron
"Spirit of Jeet Kune Do, The",2004,1,0.0,390205,3565,2000s,The Spirit of Jeet Kune Do
Crash,2004,3,0.0,375679,3609,2000s,Crash
"Grudge, The",2004,3,0.0,391198,3642,2000s,The Grudge
13 Going on 30,2004,3,0.0,337563,3656,2000s,13 Going on 30
They Came Back,2004,3,0.0,378661,3705,2000s,They Came Back
"Place Promised in Our Early Days, The",2004,1,0.0,381348,3772,2000s,The Place Promised in Our Early Days
Tales From The Crapper,2004,3,1.0,338479,3833,2000s,Tales From The Crapper
"Polar Express, The",2004,1,0.0,338348,3971,2000s,The Polar Express
Layer Cake,2004,1,0.0,375912,4011,2000s,Layer Cake
Connie and Carla,2004,3,0.0,345074,4059,2000s,Connie and Carla
Gladiatress,2004,3,0.0,339072,4083,2000s,Gladiatress
Nochnoy dozor (Night Watch),2004,1,0.0,403358,4249,2000s,Nochnoy dozor (Night Watch)
Ginger Snaps 2: Unleashed,2004,3,0.0,353489,4292,2000s,Ginger Snaps 2: Unleashed
White Chicks,2004,3,0.0,381707,4298,2000s,White Chicks
Hellboy,2004,1,0.0,167190,4338,2000s,Hellboy
He Was Cool (Geunomeun meoshiteotda),2004,3,0.0,415819,4368,2000s,He Was Cool (Geunomeun meoshiteotda)
Crimes of Fashion,2004,3,0.0,414923,4389,2000s,Crimes of Fashion
"Life Aquatic with Steve Zissou, The",2004,2,0.0,362270,4408,2000s,The Life Aquatic with Steve Zissou
Home on the Range,2004,3,0.0,299172,4438,2000s,Home on the Range
Bratz the Video: Starrin&#39; &amp; Stylin&#39;,2004,3,0.0,1469259,4453,2000s,Bratz the Video: Starrin&#39; &amp; Stylin&#39;
Taxi,2004,3,0.0,316732,4486,2000s,Taxi
Eulogy,2004,3,0.0,349416,4524,2000s,Eulogy
Secret Window,2004,1,0.0,363988,4525,2000s,Secret Window
Raise Your Voice,2004,3,0.0,361696,6150,2000s,Raise Your Voice
Caribe,2004,3,1.0,439491,4565,2000s,Caribe
Bride and Prejudice,2004,3,0.0,361411,4571,2000s,Bride and Prejudice
Nemmeno il destino,2004,1,0.0,435224,4587,2000s,Nemmeno il destino
Nina,2004,3,0.0,399412,4630,2000s,Nina
House of Voices (Saint Ange),2004,3,0.0,367000,4726,2000s,House of Voices (Saint Ange)
Creep,2004,3,0.0,381966,4696,2000s,Creep
"Holy Girl, The",2004,3,0.0,300270,4828,2000s,The Holy Girl
"Village, The",2004,3,0.0,368447,4842,2000s,The Village
Bridget Jones: The Edge of Reason,2004,3,0.0,317198,4928,2000s,Bridget Jones: The Edge of Reason
Shark Tale,2004,1,0.0,307453,4979,2000s,Shark Tale
In Search of Santa,2004,3,0.0,439623,5038,2000s,In Search of Santa
Corpses,2004,3,0.0,409842,5047,2000s,Corpses
Before Sunset,2004,0,0.0,381681,5117,2000s,Before Sunset
Dodgeball: A True Underdog Story,2004,3,0.0,364725,5201,2000s,Dodgeball: A True Underdog Story
Meet the Fockers,2004,3,0.0,290002,5210,2000s,Meet the Fockers
National Treasure,2004,2,0.0,368891,5336,2000s,National Treasure
Jennifer&#39;s Shadow,2004,3,0.0,382761,5392,2000s,Jennifer&#39;s Shadow
"Librarian: Quest for the Spear, The",2004,3,1.0,412915,5401,2000s,The Librarian: Quest for the Spear
After the Sunset,2004,3,0.0,367479,5550,2000s,After the Sunset
Taking Lives,2004,2,0.0,364045,6149,2000s,Taking Lives
Dear Frankie,2004,3,0.0,377752,5573,2000s,Dear Frankie
Jersey Girl,2004,2,0.0,300051,5609,2000s,Jersey Girl
Bionicle 2: Legends of Metru Nui,2004,0,0.0,387658,5629,2000s,Bionicle 2: Legends of Metru Nui
"Machinist, The",2004,1,0.0,361862,5659,2000s,The Machinist
"Perfect Score, The",2004,3,1.0,314498,5673,2000s,The Perfect Score
She Hate Me,2004,2,0.0,384533,5824,2000s,She Hate Me
Being Julia,2004,3,0.0,340012,5877,2000s,Being Julia
Alexander,2004,1,0.0,346491,5920,2000s,Alexander
Shutter,2004,1,0.0,440803,5952,2000s,Shutter
Christmas with the Kranks,2004,3,0.0,388419,5968,2000s,Christmas with the Kranks
Veer-Zaara,2004,3,0.0,420332,5976,2000s,Veer-Zaara
Swades,2004,3,0.0,367110,5988,2000s,Swades
Without a Paddle,2004,3,1.0,364751,6008,2000s,Without a Paddle
Puppet Master vs Demonic Toys,2004,3,0.0,431340,6070,2000s,Puppet Master vs Demonic Toys
"Lion King 1 1/2, The",2004,1,0.0,318403,6077,2000s,The Lion King 1 1/2
Mango Kiss,2004,3,0.0,304377,6257,2000s,Mango Kiss
Barbie as the Princess and the Pauper,2004,3,0.0,426955,6312,2000s,Barbie as the Princess and the Pauper
"Prince and Me, The",2004,1,0.0,337697,6700,2000s,The Prince and Me
All the Ships at Sea,2004,3,0.0,459175,6739,2000s,All the Ships at Sea
9 Songs,2004,0,0.0,411705,6748,2000s,9 Songs
"Door in the Floor, The",2004,1,0.0,348593,6842,2000s,The Door in the Floor
Naruto the Movie: Ninja Clash in the Land of Snow,2004,3,0.0,476680,6907,2000s,Naruto the Movie: Ninja Clash in the Land of Snow
"Sea Inside, The",2004,3,0.0,369702,6923,2000s,The Sea Inside
Dead Man&#39;s Shoes,2004,1,0.0,419677,7119,2000s,Dead Man&#39;s Shoes
"Assassination of Richard Nixon, The",2004,1,1.0,364961,7145,2000s,The Assassination of Richard Nixon
Blessed,2004,3,0.0,390450,7234,2000s,Blessed
Yu-Gi-Oh!: The Movie,2004,0,0.0,403703,7206,2000s,Yu-Gi-Oh!: The Movie
Romasanta,2004,2,0.0,374180,7342,2000s,Romasanta
Stage Beauty,2004,2,0.0,368658,7471,2000s,Stage Beauty
"SpongeBob SquarePants Movie, The",2004,3,0.0,345950,7478,2000s,The SpongeBob SquarePants Movie
Sleepover,2004,3,1.0,368975,7602,2000s,Sleepover
A Separate Peace,2004,0,0.0,328400,7612,2000s,A Separate Peace
Before the Fall,2004,1,0.0,384369,7617,2000s,Before the Fall
House of D,2004,1,0.0,372334,7639,2000s,House of D
Mindhunters,2004,1,0.0,297284,7648,2000s,Mindhunters
One Point O,2004,1,0.0,317042,7653,2000s,One Point O
Dirty Dancing: Havana Nights,2004,3,0.0,338096,7668,2000s,Dirty Dancing: Havana Nights
"Punisher, The",2004,1,0.0,330793,7790,2000s,The Punisher
Blade: Trinity,2004,3,0.0,359013,7926,2000s,Blade: Trinity
"Edukators, The",2004,3,1.0,408777,7944,2000s,The Edukators
"Passion of the Christ, The",2004,3,0.0,335345,8132,2000s,The Passion of the Christ
Magyar vandor,2004,0,0.0,370919,8545,2000s,Magyar vandor
Stop Mom Theresa!,2004,2,0.0,379071,8546,2000s,Stop Mom Theresa!
In my country,2004,3,0.0,349260,8680,2000s,In my country
Hotel,2004,3,0.0,415855,8610,2000s,Hotel
MXP: Most Extreme Primate,2004,1,0.0,330588,8888,2000s,MXP: Most Extreme Primate
Stuck in the Suburbs,2004,3,0.0,410696,8959,2000s,Stuck in the Suburbs
Soul Plane,2004,3,0.0,367085,9120,2000s,Soul Plane
Pokemon the Movie: Destiny Deoxys,2004,1,0.0,435286,9191,2000s,Pokemon the Movie: Destiny Deoxys
Walking Tall,2004,1,0.0,351977,9323,2000s,Walking Tall
Marseille,2004,3,0.0,360779,9363,2000s,Marseille
G.O.R.A.,2004,2,0.0,384116,9425,2000s,G.O.R.A.
Confessions of Teenage Drama Queen,2004,3,0.0,361467,9480,2000s,Confessions of Teenage Drama Queen
Skeleton Man,2004,3,0.0,372832,9509,2000s,Skeleton Man
EuroTrip,2004,1,0.0,356150,9527,2000s,EuroTrip
Daniel the Wizard,2004,1,0.0,421051,9685,2000s,Daniel the Wizard
M. Kumaran S/O Mahalakshmi,2004,2,0.0,459449,9960,2000s,M. Kumaran S/O Mahalakshmi
"Pleasure Drivers, The",2005,3,0.0,425357,21,2000s,The Pleasure Drivers
Wild Things: Diamonds in the Rough,2005,3,0.0,448179,23,2000s,Wild Things: Diamonds in the Rough
Batman Begins,2005,1,0.0,372784,40,2000s,Batman Begins
Sin City,2005,3,0.0,401792,67,2000s,Sin City
"Hitchhiker&#39;s Guide to the Galaxy, The",2005,1,,371724,76,2000s,The Hitchhiker&#39;s Guide to the Galaxy
V for Vendetta,2005,3,,434409,89,2000s,V for Vendetta
Robots,2005,1,,358082,99,2000s,Robots
Walk the Line,2005,3,,358273,168,2000s,Walk the Line
Serenity,2005,3,,379786,204,2000s,Serenity
Assault on Precinct 13,2005,3,,398712,218,2000s,Assault on Precinct 13
Kiss Kiss Bang Bang,2005,1,,373469,229,2000s,Kiss Kiss Bang Bang
Jarhead,2005,0,,418763,250,2000s,Jarhead
Transamerica,2005,3,,407265,262,2000s,Transamerica
Herbie Fully Loaded,2005,3,,400497,328,2000s,Herbie Fully Loaded
Joyeux No&euml;l,2005,0,,424205,330,2000s,Joyeux No&euml;l
Junebug,2005,3,,418773,364,2000s,Junebug
Man of the House,2005,3,,331933,378,2000s,Man of the House
"Descent, The",2005,3,,435625,379,2000s,The Descent
Thank You for Smoking,2005,1,0.0,427944,414,2000s,Thank You for Smoking
Hard Candy,2005,3,0.0,424136,415,2000s,Hard Candy
"Good Night, and Good Luck.",2005,1,0.0,433383,420,2000s,"Good Night, and Good Luck."
Hide and Seek,2005,3,0.0,382077,461,2000s,Hide and Seek
"Island, The",2005,3,0.0,399201,517,2000s,The Island
Brick,2005,1,0.0,393109,561,2000s,Brick
Conversations with Other Women,2005,0,0.0,435623,604,2000s,Conversations with Other Women
Star Wars: Episode III - Revenge of the Sith,2005,1,1.0,121766,674,2000s,Star Wars: Episode III - Revenge of the Sith
Water,2005,3,0.0,240200,685,2000s,Water
King Kong,2005,0,0.0,360717,706,2000s,King Kong
Imagine Me &amp;amp; You,2005,3,0.0,421994,719,2000s,Imagine Me &amp;amp; You
Chinjeolhan geumjassi,2005,3,,451094,735,2000s,Chinjeolhan geumjassi
North Country,2005,3,0.0,395972,756,2000s,North Country
Oliver Twist,2005,1,0.0,380599,788,2000s,Oliver Twist
"40 Year Old Virgin, The",2005,3,0.0,405422,816,2000s,The 40 Year Old Virgin
"Skeleton Key, The",2005,3,0.0,397101,825,2000s,The Skeleton Key
Broken Flowers,2005,3,0.0,412019,865,2000s,Broken Flowers
Casanova,2005,3,0.0,402894,914,2000s,Casanova
Into Great Silence,2005,0,0.0,478160,1018,2000s,Into Great Silence
Sophie Scholl - Die letzten Tage,2005,3,0.0,426578,1044,2000s,Sophie Scholl - Die letzten Tage
"Legend of Zorro, The",2005,1,0.0,386140,1059,2000s,The Legend of Zorro
War of the Worlds,2005,3,0.0,407304,1072,2000s,War of the Worlds
Miss Congeniality 2: Armed &amp; Fabulous,2005,3,0.0,385307,1074,2000s,Miss Congeniality 2: Armed &amp; Fabulous
"Chronicles of Narnia: The Lion, the Witch and the Wardrobe, The",2005,3,0.0,363771,1470,2000s,"The Chronicles of Narnia: The Lion, the Witch and the Wardrobe"
Factotum,2005,1,0.0,417658,1422,2000s,Factotum
Saw II,2005,3,1.0,432348,1425,2000s,Saw II
Angel-A,2005,0,0.0,473753,1275,2000s,Angel-A
Doom,2005,1,0.0,419706,1149,2000s,Doom
Kingdom of Heaven,2005,0,0.0,320661,1150,2000s,Kingdom of Heaven
"Muppets&#39; Wizard of Oz, The",2005,3,0.0,422778,1587,2000s,The Muppets&#39; Wizard of Oz
"New World, The",2005,3,1.0,402399,1532,2000s,The New World
"Mostly Unfabulous Social Life of Ethan Green, The",2005,3,1.0,424287,1496,2000s,The Mostly Unfabulous Social Life of Ethan Green
Corpse Bride,2005,3,1.0,121164,1390,2000s,Corpse Bride
Just Like Heaven,2005,3,0.0,425123,1396,2000s,Just Like Heaven
AEon Flux,2005,3,0.0,402022,1627,2000s,AEon Flux
"Constant Gardener, The",2005,3,0.0,387131,1642,2000s,The Constant Gardener
"Sun, The",2005,0,0.0,439817,1644,2000s,The Sun
In Her Shoes,2005,3,0.0,388125,1656,2000s,In Her Shoes
"Squid and the Whale, The",2005,2,0.0,367089,1729,2000s,The Squid and the Whale
Waiting...,2005,3,0.0,348333,1753,2000s,Waiting...
A Bittersweet Life (Dalkomhan insaeng),2005,2,1.0,456912,1761,2000s,A Bittersweet Life (Dalkomhan insaeng)
Sky High,2005,3,0.0,405325,1819,2000s,Sky High
"Jacket, The",2005,2,0.0,366627,1872,2000s,The Jacket
"Adventures of Sharkboy and Lavagirl 3-D, The",2005,1,0.0,424774,1907,2000s,The Adventures of Sharkboy and Lavagirl 3-D
Danny the dog,2005,1,0.0,342258,1913,2000s,Danny the dog
"Sisterhood of the Traveling Pants, The",2005,3,0.0,403508,1922,2000s,The Sisterhood of the Traveling Pants
Mrs Palfrey at The Claremont,2005,3,0.0,421229,1951,2000s,Mrs Palfrey at The Claremont
"Call of Cthulhu, The",2005,0,0.0,478988,2024,2000s,The Call of Cthulhu
Brokeback Mountain,2005,2,0.0,388795,2037,2000s,Brokeback Mountain
Lord of War,2005,2,0.0,399295,2072,2000s,Lord of War
Me and You and Everyone We Know,2005,3,0.0,415978,2233,2000s,Me and You and Everyone We Know
Enron: The Smartest Guys in the Room,2005,1,0.0,1016268,2254,2000s,Enron: The Smartest Guys in the Room
Wedding Crashers,2005,3,0.0,396269,2270,2000s,Wedding Crashers
Red Eye,2005,3,0.0,421239,2290,2000s,Red Eye
Shopgirl,2005,2,0.0,338427,2291,2000s,Shopgirl
Domino,2005,3,0.0,421054,2292,2000s,Domino
Kinky Boots,2005,3,1.0,434124,2293,2000s,Kinky Boots
Harry Potter and the Goblet of Fire,2005,1,0.0,330373,2334,2000s,Harry Potter and the Goblet of Fire
Cinderella Man,2005,2,0.0,352248,2351,2000s,Cinderella Man
Nana,2005,3,0.0,471834,2369,2000s,Nana
Happy Endings,2005,3,0.0,361693,2398,2000s,Happy Endings
Rent,2005,3,0.0,294870,2412,2000s,Rent
Charlie and the Chocolate Factory,2005,3,0.0,367594,2417,2000s,Charlie and the Chocolate Factory
Sisters in Law,2005,3,0.0,474361,2458,2000s,Sisters in Law
Flightplan,2005,3,0.0,408790,2509,2000s,Flightplan
Strangers with Candy,2005,3,0.0,369994,2511,2000s,Strangers with Candy
Fun with Dick and Jane,2005,3,0.0,369441,2518,2000s,Fun with Dick and Jane
Dark Water,2005,3,0.0,382628,2522,2000s,Dark Water
Fantastic Four,2005,1,0.0,120667,2541,2000s,Fantastic Four
Tristram Shandy: A Cock and Bull Story,2005,2,0.0,423409,2559,2000s,Tristram Shandy: A Cock and Bull Story
"Ballad of Jack and Rose, The",2005,3,0.0,357110,2568,2000s,The Ballad of Jack and Rose
Coach Carter,2005,3,0.0,393162,2575,2000s,Coach Carter
Fingersmith,2005,3,0.0,423651,2603,2000s,Fingersmith
Tideland,2005,3,0.0,410764,2630,2000s,Tideland
Dear Wendy,2005,1,0.0,342272,2687,2000s,Dear Wendy
Hoodwinked!,2005,3,0.0,443536,2739,2000s,Hoodwinked!
Nine Lives,2005,3,0.0,420015,2933,2000s,Nine Lives
L&#39;empire des loups,2005,3,0.0,402158,3046,2000s,L&#39;empire des loups
Final Fantasy VII: Advent Children,2005,3,0.0,385700,3053,2000s,Final Fantasy VII: Advent Children
Madagascar,2005,0,0.0,351283,3149,2000s,Madagascar
Isolation,2005,1,0.0,446719,3184,2000s,Isolation
Memoirs of a Geisha,2005,3,0.0,397535,3237,2000s,Memoirs of a Geisha
Hustle &amp; Flow,2005,3,1.0,410097,3246,2000s,Hustle &amp; Flow
MirrorMask,2005,3,0.0,366780,3266,2000s,MirrorMask
Proof,2005,3,0.0,377107,3430,2000s,Proof
Mr. &amp; Mrs. Smith,2005,2,0.0,356910,3619,2000s,Mr. &amp; Mrs. Smith
"Devil&#39;s Rejects, The",2005,3,0.0,395584,3628,2000s,The Devil&#39;s Rejects
House of the Dead 2,2005,3,1.0,435665,3631,2000s,House of the Dead 2
"Ring Two, The",2005,3,0.0,377109,3660,2000s,The Ring Two
Ice Princess,2005,3,0.0,396652,3677,2000s,Ice Princess
Constantine,2005,1,0.0,360486,3697,2000s,Constantine
Hostel,2005,1,0.0,450278,3698,2000s,Hostel
"Yours, Mine and Ours",2005,3,0.0,443295,3727,2000s,"Yours, Mine and Ours"
"Wedding Date, The",2005,3,0.0,372532,3767,2000s,The Wedding Date
Legion of the Dead,2005,3,0.0,441041,3843,2000s,Legion of the Dead
Capote,2005,3,1.0,379725,3991,2000s,Capote
Beauty Shop,2005,3,0.0,388500,3995,2000s,Beauty Shop
Barbie: Fairytopia,2005,3,0.0,450982,4039,2000s,Barbie: Fairytopia
Match Point,2005,3,0.0,416320,4077,2000s,Match Point
Hitch,2005,2,0.0,386588,4113,2000s,Hitch
Kids in America,2005,3,0.0,408961,4118,2000s,Kids in America
Must Love Dogs,2005,2,0.0,417001,4150,2000s,Must Love Dogs
Single White Female 2: The Psycho,2005,3,0.0,448120,4171,2000s,Single White Female 2: The Psycho
Twelve and Holding,2005,3,0.0,417385,4178,2000s,Twelve and Holding
BloodRayne,2005,3,1.0,383222,4218,2000s,BloodRayne
Rumor Has It...,2005,3,0.0,398375,4229,2000s,Rumor Has It...
Stealth,2005,1,0.0,382992,4233,2000s,Stealth
Vampire Bats,2005,3,0.0,473105,4234,2000s,Vampire Bats
Pride and Prejudice,2005,3,0.0,414387,4254,2000s,Pride and Prejudice
Hate Crime,2005,2,0.0,415833,4339,2000s,Hate Crime
Bratz: Rock Angelz,2005,3,0.0,492571,4352,2000s,Bratz: Rock Angelz
"Proposition, The",2005,1,0.0,421238,5455,2000s,The Proposition
"Fog, The",2005,3,0.0,432291,4386,2000s,The Fog
Adam &amp; Steve,2005,3,1.0,372122,4454,2000s,Adam &amp; Steve
Munich,2005,1,0.0,408306,4518,2000s,Munich
"Exorcism of Emily Rose, The",2005,3,0.0,404032,4528,2000s,The Exorcism of Emily Rose
Bewitched,2005,3,0.0,374536,4593,2000s,Bewitched
"Three Burials of Melquiades Estrada, The",2005,3,0.0,419294,4629,2000s,The Three Burials of Melquiades Estrada
20 centimetros,2005,3,0.0,421528,4648,2000s,20 centimetros
Cursed,2005,3,0.0,257516,4676,2000s,Cursed
Paradise Now,2005,1,0.0,445620,4724,2000s,Paradise Now
"Amityville Horror, The",2005,3,0.0,384806,4688,2000s,The Amityville Horror
Son of the Mask,2005,1,0.0,362165,4711,2000s,Son of the Mask
Last Order: Final Fantasy VII,2005,0,0.0,489134,4718,2000s,Last Order: Final Fantasy VII
Boynton Beach Club,2005,3,0.0,439478,4747,2000s,Boynton Beach Club
